id,title,genres,averageRating,numVotes,releaseYear
tt0367495,"Anbe Sivam","Adventure, Comedy, Drama",8.6,26016,2003
tt0358456,Earthlings,Documentary,8.6,19962,2005
tt0252489,"The Chaos Class Is on Vacation",Comedy,8.6,19108,1977
tt0116860,"Pretty Village, Pretty Flame","Drama, History, War",8.6,18021,1996
tt0271383,"A Dog's Will","Comedy, Drama, Fantasy",8.6,17499,2000
tt4139928,"The Legend of Maula Jatt","Action, Drama, Fantasy",8.6,10844,2022
tt0267351,"My Dear Brother",Drama,8.6,10463,1973
tt1853728,"Django Unchained","Comedy, Drama, Western",8.5,1734211,2012
tt0172495,Gladiator,"Action, Adventure, Drama",8.5,1664238,2000
tt0482571,"The Prestige","Drama, Mystery, Sci-Fi",8.5,1471175,2006
tt0407887,"The Departed","Crime, Drama, Thriller",8.5,1448503,2006
tt0088763,"Back to the Future","Adventure, Comedy, Sci-Fi",8.5,1337382,1985
tt0110413,"Léon: The Professional","Action, Crime, Drama",8.5,1269776,1994
tt0120586,"American History X","Crime, Drama",8.5,1205245,1998
tt0110357,"The Lion King","Adventure, Animation, Drama",8.5,1166899,1994
tt0114814,"The Usual Suspects","Crime, Drama, Mystery",8.5,1163028,1995
tt2582802,Whiplash,"Drama, Music",8.5,1023373,2014
tt6751668,Parasite,"Drama, Thriller",8.5,999543,2019
tt0078748,Alien,"Horror, Sci-Fi",8.5,984797,1979
tt1675434,"The Intouchables","Comedy, Drama",8.5,948650,2011
tt0253474,"The Pianist","Biography, Drama, Music",8.5,934660,2002
tt0054215,Psycho,"Horror, Mystery, Thriller",8.5,732728,1960
tt0034583,Casablanca,"Drama, Romance, War",8.5,615739,1942
tt0047396,"Rear Window","Mystery, Thriller",8.5,532208,1954
tt15239678,"Dune: Part Two","Action, Adventure, Drama",8.5,529425,2024
tt0064116,"Once Upon a Time in the West","Drama, Western",8.5,354798,1968
tt0095327,"Grave of the Fireflies","Animation, Drama, War",8.5,324470,1988
tt0095765,"Cinema Paradiso","Drama, Romance",8.5,289385,1988
tt0027977,"Modern Times","Comedy, Drama, Romance",8.5,264293,1936
tt0021749,"City Lights","Comedy, Drama, Romance",8.5,199695,1931
tt1424432,Senna,"Biography, Documentary, Sport",8.5,77823,2010
tt20850406,"Sita Ramam","Action, Drama, Mystery",8.5,71632,2022
tt26548265,Maharaja,"Action, Crime, Drama",8.5,49851,2024
tt1152758,"Dear Zachary: A Letter to a Son About His Father","Biography, Crime, Documentary",8.5,41740,2008
tt0103767,Baraka,Documentary,8.5,41453,1992
tt7019842,96,"Drama, Romance",8.5,38875,2018
tt11580854,"Sarpatta Parambarai","Action, Drama, Sport",8.5,26082,2021
tt29623480,"The Wild Robot","Animation, Sci-Fi",8.5,23593,2024
tt0346336,"The Best of Youth","Drama, Romance",8.5,23572,2003
tt8948790,Jersey,"Drama, Sport",8.5,23430,2019
tt0058625,"Woman in the Dunes","Drama, Thriller",8.5,23370,1964
tt24082438,"20 Days in Mariupol","Documentary, War",8.5,23242,2023
tt1014762,Home,"Documentary, Family",8.5,23144,2009
tt0253997,"The King of the Street Cleaners","Comedy, Romance",8.5,21746,1977
tt0054407,"The Hole","Crime, Drama, Thriller",8.5,21017,1960
tt0079221,"Gol Maal","Comedy, Romance",8.5,20356,1979
tt8413338,"Kumbalangi Nights","Comedy, Drama, Romance",8.5,18814,2019
tt0263975,"The Girl with the Red Scarf","Drama, Romance",8.5,17192,1977
tt0101649,Thalapathi,"Action, Crime, Drama",8.5,13647,1991
tt9617456,"For Sama","Biography, Documentary, War",8.5,13054,2019
tt0253991,Zübük,Comedy,8.5,11412,1980
tt1345836,"The Dark Knight Rises","Action, Drama, Thriller",8.4,1863380,2012
tt0361748,"Inglourious Basterds","Adventure, Drama, War",8.4,1622635,2009
tt7286456,Joker,"Crime, Drama, Thriller",8.4,1548528,2019
tt0209144,Memento,"Mystery, Thriller",8.4,1345481,2000
tt4154796,"Avengers: Endgame","Action, Adventure, Drama",8.4,1304685,2019
tt4154756,"Avengers: Infinity War","Action, Adventure, Sci-Fi",8.4,1238488,2018
tt0910970,WALL·E,"Adventure, Animation, Family",8.4,1225538,2008
tt0081505,"The Shining","Drama, Horror",8.4,1132329,1980
tt0082971,"Raiders of the Lost Ark","Action, Adventure",8.4,1051565,1981
tt0090605,Aliens,"Action, Adventure, Sci-Fi",8.4,787345,1986
tt0078788,"Apocalypse Now","Drama, Mystery, War",8.4,722782,1979
tt4633694,"Spider-Man: Into the Spider-Verse","Action, Adventure, Animation",8.4,696082,2018
tt2380307,Coco,"Adventure, Animation, Drama",8.4,615828,2017
tt1187043,"3 Idiots","Comedy, Drama",8.4,444615,2009
tt0086879,Amadeus,"Biography, Drama, Music",8.4,436046,1984
tt0405094,"The Lives of Others","Drama, Mystery, Thriller",8.4,416801,2006
tt5311514,"Your Name.","Animation, Drama, Fantasy",8.4,335599,2016
tt0082096,"Das Boot","Drama, War",8.4,268562,1981
tt0032553,"The Great Dictator","Comedy, Drama, War",8.4,241440,1940
tt0043014,"Sunset Boulevard","Drama, Film-Noir",8.4,240976,1950
tt0050825,"Paths of Glory","Drama, War",8.4,217763,1957
tt0051201,"Witness for the Prosecution","Crime, Drama, Mystery",8.4,141694,1957
tt8267604,Capernaum,Drama,8.4,109807,2018
tt0091251,"Come and See","Drama, Thriller, War",8.4,102492,1985
tt0057565,"High and Low","Crime, Drama, Mystery",8.4,55738,1963
tt1313104,"The Cove","Biography, Crime, Documentary",8.4,51818,2009
tt9900782,Kaithi,"Action, Crime, Drama",8.4,44292,2019
tt21626284,"Laapataa Ladies","Comedy, Drama",8.4,43282,2023
tt12361178,"Drishyam 2","Crime, Drama, Thriller",8.4,41838,2021
tt0770802,Samsara,"Documentary, Music",8.4,38514,2011
tt9477520,Asuran,"Action, Drama",8.4,34457,2019
tt3674140,"The Salt of the Earth","Biography, Documentary, History",8.4,23918,2014
tt0416960,"The Lizard","Comedy, Drama",8.4,22944,2004
tt0400234,"Black Friday","Action, Crime, Drama",8.4,22299,2004
tt4987556,"Thani Oruvan","Action, Crime, Thriller",8.4,22048,2015
tt5959980,"Vada Chennai","Action, Crime, Drama",8.4,20428,2018
tt0047445,"Sansho the Bailiff",Drama,8.4,18605,1954
tt0052572,"The World of Apu",Drama,8.4,17149,1959
tt7465992,Mahanati,"Biography, Drama",8.4,15199,2018
tt0059550,"Operation 'Y' & Other Shurik's Adventures","Comedy, Crime, Drama",8.4,15149,1965
tt5867800,Aruvi,Drama,8.4,14557,2016
tt0073000,"The Pinchcliffe Grand Prix","Animation, Comedy, Family",8.4,14491,1975
tt0314067,Philanthropy,"Comedy, Drama",8.4,13991,2002
tt0252591,"King of the Doormen",Comedy,8.4,13895,1976
tt27051027,"Love Li","Drama, Romance",8.4,12944,2024
tt4991384,Visaaranai,"Crime, Drama, Thriller",8.4,12445,2015
tt0184756,"Mr. Muhsin","Comedy, Drama, Music",8.4,11989,1987
tt12415546,"Attack on Titan: Chronicle","Action, Adventure, Animation",8.4,11981,2020
tt0383846,"When I Grow Up, I'll Be a Kangaroo",Comedy,8.4,11705,2004
tt0169547,"American Beauty",Drama,8.3,1226793,1999
tt1049413,Up,"Adventure, Animation, Comedy",8.3,1149261,2009
tt0086190,"Star Wars: Episode VI - Return of the Jedi","Action, Adventure, Fantasy",8.3,1140143,1983
tt0105236,"Reservoir Dogs","Crime, Thriller",8.3,1108043,1992
tt0112573,Braveheart,"Biography, Drama, War",8.3,1107085,1995
tt0338013,"Eternal Sunshine of the Spotless Mind","Drama, Romance, Sci-Fi",8.3,1099567,2004
tt0119217,"Good Will Hunting","Drama, Romance",8.3,1097301,1997
tt0114709,"Toy Story","Adventure, Animation, Comedy",8.3,1090503,1995
tt0086250,Scarface,"Crime, Drama",8.3,936621,1983
tt0180093,"Requiem for a Dream",Drama,8.3,916118,2000
tt0435761,"Toy Story 3","Adventure, Animation, Comedy",8.3,908376,2010
tt15398776,Oppenheimer,"Biography, Drama, History",8.3,805433,2023
tt0211915,Amélie,"Comedy, Romance",8.3,804796,2001
tt0113277,Heat,"Action, Crime, Drama",8.3,733889,1995
tt0062622,"2001: A Space Odyssey","Adventure, Sci-Fi",8.3,733148,1968
tt0364569,Oldboy,"Action, Drama, Mystery",8.3,652997,2003
tt0057012,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Comedy, War",8.3,526618,1964
tt0033467,"Citizen Kane","Drama, Mystery",8.3,472170,1941
tt0119698,"Princess Mononoke","Action, Adventure, Animation",8.3,444487,1997
tt0052357,Vertigo,"Mystery, Romance, Thriller",8.3,435266,1958
tt0087843,"Once Upon a Time in America","Crime, Drama",8.3,384351,1984
tt2106476,"The Hunt",Drama,8.3,373564,2012
tt0053125,"North by Northwest","Action, Adventure, Mystery",8.3,351533,1959
tt0056592,"To Kill a Mockingbird","Crime, Drama",8.3,337405,1962
tt0056172,"Lawrence of Arabia","Adventure, Biography, Drama",8.3,320769,1962
tt0070735,"The Sting","Comedy, Crime, Drama",8.3,283942,1973
tt0045152,"Singin' in the Rain","Comedy, Musical, Romance",8.3,265604,1952
tt1832382,"A Separation",Drama,8.3,262640,2011
tt5074352,Dangal,"Action, Biography, Drama",8.3,216966,2016
tt1255953,Incendies,"Drama, Mystery, War",8.3,211432,2010
tt0986264,"Like Stars on Earth","Drama, Family",8.3,211046,2007
tt0053604,"The Apartment","Comedy, Drama, Romance",8.3,201022,1960
tt0017136,Metropolis,"Drama, Sci-Fi",8.3,188916,1927
tt0040522,"Bicycle Thieves",Drama,8.3,178643,1948
tt0022100,M,"Crime, Mystery, Thriller",8.3,171686,1931
tt0036775,"Double Indemnity","Crime, Drama, Film-Noir",8.3,170286,1944
tt8110330,"Dil Bechara","Comedy, Drama, Romance",8.3,135489,2020
tt10295212,Shershaah,"Action, Biography, Drama",8.3,130973,2021
tt8503618,Hamilton,"Biography, Drama, History",8.3,118757,2020
tt0044741,Ikiru,Drama,8.3,90286,1952
tt0055031,"Judgment at Nuremberg","Drama, War",8.3,87390,1961
tt9179430,Vikram,"Action, Crime, Drama",8.3,77348,2022
tt9052870,Chhichhore,"Comedy, Drama, Romance",8.3,65661,2019
tt7060344,Raatchasan,"Action, Crime, Drama",8.3,52068,2018
tt10280296,"Sardar Udham","Biography, Crime, Drama",8.3,48127,2021
tt3417422,Drishyam,"Crime, Drama, Thriller",8.3,44864,2013
tt0019760,"Man with a Movie Camera",Documentary,8.3,28535,1929
tt0110057,"Hoop Dreams","Documentary, Drama, Sport",8.3,28364,1994
tt7681902,"Won't You Be My Neighbor?","Biography, Documentary, History",8.3,27389,2018
tt4679210,Premam,"Comedy, Drama, Romance",8.3,24647,2015
tt3668162,"Bangalore Days","Comedy, Drama, Romance",8.3,23402,2014
tt0376127,Anniyan,"Action, Crime, Drama",8.3,22291,2005
tt0058888,"Red Beard",Drama,8.3,21669,1965
tt0037674,"Children of Paradise","Drama, Romance",8.3,21483,1945
tt9098872,"The Rescue","Action, Documentary, Mystery",8.3,21350,2021
tt0110081,"To Live","Drama, War",8.3,20912,1994
tt4908644,"Winter on Fire: Ukraine's Fight for Freedom","Documentary, History, War",8.3,20834,2015
tt0050634,"The Cranes Are Flying","Drama, Romance, War",8.3,20330,1957
tt13391710,"Jana Gana Mana","Crime, Drama, Thriller",8.3,18027,2022
tt10214826,"Agent Sai Srinivasa Athreya","Comedy, Crime, Mystery",8.3,17363,2019
tt0195231,Satya,"Action, Crime, Drama",8.3,17110,1998
tt0062759,"The Diamond Arm","Adventure, Comedy, Crime",8.3,16586,1969
tt5312232,Sairat,"Drama, Romance",8.3,15052,2016
tt0085743,"Jaane Bhi Do Yaaro","Comedy, Crime, Drama",8.3,14911,1983
tt0061847,"Samurai Rebellion",Drama,8.3,14440,1967
tt3521134,"The Look of Silence","Biography, Documentary, History",8.3,14091,2014
tt0060584,"Kidnapping, Caucasian Style","Adventure, Comedy, Drama",8.3,13853,1967
tt2358592,Lucia,"Drama, Sci-Fi, Thriller",8.3,13481,2013
tt9006564,2018,"Action, Drama, Thriller",8.3,13377,2023
tt0072783,"Chupke Chupke","Comedy, Drama, Romance",8.3,13376,1975
tt0068519,"Gentlemen of Fortune","Comedy, Crime, Drama",8.3,13166,1971
tt0252619,"From the Village to the City",Comedy,8.3,12068,1974
tt2877108,"Soodhu Kavvum","Comedy, Crime, Thriller",8.3,12044,2013
tt0139876,Baasha,"Action, Crime, Drama",8.3,11756,1995
tt18568902,"Kaun Pravin Tambe?","Biography, Drama, Sport",8.3,11307,2022
tt8652818,"Violet Evergarden: The Movie","Animation, Drama, Fantasy",8.3,11037,2020
tt0179955,"Cat City","Adventure, Animation, Comedy",8.3,10943,1986
tt4851630,"Maheshinte Prathikaaram","Comedy, Drama, Thriller",8.3,10730,2016
tt0301634,"Frozen Stiff","Comedy, Drama",8.3,10292,2002
tt0993846,"The Wolf of Wall Street","Biography, Comedy, Crime",8.2,1626012,2013
tt0372784,"Batman Begins","Action, Crime, Drama",8.2,1607585,2005
tt1130884,"Shutter Island","Drama, Mystery, Thriller",8.2,1496335,2010
tt0120382,"The Truman Show","Comedy, Drama",8.2,1231280,1998
tt0266697,"Kill Bill: Vol. 1","Action, Crime, Thriller",8.2,1219098,2003
tt0266543,"Finding Nemo","Adventure, Animation, Comedy",8.2,1132966,2003
tt0107290,"Jurassic Park","Action, Adventure, Sci-Fi",8.2,1089491,1993
tt0477348,"No Country for Old Men","Crime, Drama, Thriller",8.2,1085947,2007
tt0167404,"The Sixth Sense","Drama, Mystery, Thriller",8.2,1072689,1999
tt0268978,"A Beautiful Mind","Biography, Drama, Mystery",8.2,1002007,2001
tt0095016,"Die Hard","Action, Thriller",8.2,960862,1988
tt0075314,"Taxi Driver","Crime, Drama",8.2,944656,1976
tt0208092,Snatch,"Comedy, Crime",8.2,925208,2000
tt10872600,"Spider-Man: No Way Home","Action, Adventure, Fantasy",8.2,909892,2021
tt0066921,"A Clockwork Orange","Crime, Sci-Fi",8.2,894200,1971
tt1392214,Prisoners,"Crime, Drama, Mystery",8.2,835203,2013
tt0097576,"Indiana Jones and the Last Crusade","Action, Adventure",8.2,822430,1989
tt0093058,"Full Metal Jacket","Drama, War",8.2,804108,1987
tt1745960,"Top Gun: Maverick","Action, Drama",8.2,734916,2022
tt0457430,"Pan's Labyrinth","Drama, Fantasy, War",8.2,711953,2006
tt8579674,1917,"Action, Drama, History",8.2,698802,2019
tt0469494,"There Will Be Blood",Drama,8.2,652863,2007
tt0119488,"L.A. Confidential","Crime, Drama, Mystery",8.2,627634,1997
tt6966692,"Green Book","Biography, Comedy, Drama",8.2,597719,2018
tt0071853,"Monty Python and the Holy Grail","Adventure, Comedy, Fantasy",8.2,577649,1975
tt0112641,Casino,"Crime, Drama",8.2,575469,1995
tt0084787,"The Thing","Horror, Mystery, Sci-Fi",8.2,479911,1982
tt0347149,"Howl's Moving Castle","Adventure, Animation, Family",8.2,464196,2004
tt0105695,Unforgiven,"Drama, Western",8.2,442917,1992
tt0363163,Downfall,"Biography, Drama, History",8.2,380397,2004
tt0031381,"Gone with the Wind","Drama, Romance, War",8.2,339035,1939
tt0053291,"Some Like It Hot","Comedy, Music, Romance",8.2,287812,1959
tt0059578,"For a Few Dollars More","Drama, Western",8.2,280378,1965
tt0080678,"The Elephant Man","Biography, Drama",8.2,262810,1980
tt0057115,"The Great Escape","Adventure, Drama, Thriller",8.2,262677,1963
tt1305806,"The Secret in Their Eyes","Drama, Mystery, Romance",8.2,226239,2009
tt10272386,"The Father","Drama, Mystery",8.2,201456,2020
tt4729430,Klaus,"Adventure, Animation, Comedy",8.2,195617,2019
tt0046912,"Dial M for Murder","Crime, Thriller",8.2,192618,1954
tt0042876,Rashomon,"Crime, Drama, Mystery",8.2,184163,1950
tt10698680,"K.G.F: Chapter 2","Action, Crime, Drama",8.2,153644,2022
tt0042192,"All About Eve",Drama,8.2,140904,1950
tt0089881,Ran,"Action, Drama, War",8.2,138994,1985
tt0012349,"The Kid","Comedy, Drama, Family",8.2,137329,1921
tt0040897,"The Treasure of the Sierra Madre","Adventure, Drama, Western",8.2,134292,1948
tt0055630,Yojimbo,"Action, Drama, Thriller",8.2,133861,1961
tt4849438,"Baahubali 2: The Conclusion","Action, Drama, Fantasy",8.2,118215,2017
tt5813916,"The Mountain II","Action, Drama, War",8.2,110852,2016
tt1954470,"Gangs of Wasseypur","Action, Comedy, Crime",8.2,105711,2012
tt8108198,Andhadhun,"Crime, Mystery, Thriller",8.2,105497,2018
tt15327088,Kantara,"Action, Adventure, Drama",8.2,105088,2022
tt7838252,"K.G.F: Chapter 1","Action, Crime, Drama",8.2,101080,2018
tt0367110,Swades,"Drama, Musical",8.2,99863,2004
tt4430212,Drishyam,"Crime, Drama, Mystery",8.2,97905,2015
tt0476735,"My Father and My Son","Drama, Family",8.2,94556,2005
tt1562872,"Zindagi Na Milegi Dobara","Comedy, Drama, Musical",8.2,87973,2011
tt0118849,"Children of Heaven","Drama, Family, Sport",8.2,82628,1997
tt1645089,"Inside Job","Crime, Documentary",8.2,80063,2010
tt11032374,"Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train","Action, Adventure, Animation",8.2,77975,2020
tt0242519,"Hera Pheri","Action, Comedy, Crime",8.2,73992,2000
tt8291224,"Uri: The Surgical Strike","Action, Drama, History",8.2,73930,2019
tt2125608,"Searching for Sugar Man","Biography, Documentary, Music",8.2,73717,2012
tt2356180,"Bhaag Milkha Bhaag","Biography, Drama, Sport",8.2,73308,2013
tt8239946,Tumbbad,"Drama, Fantasy, Horror",8.2,64630,2018
tt0015324,"Sherlock Jr.","Action, Comedy, Romance",8.2,58786,1924
tt10431500,"Miracle in Cell No. 7",Drama,8.2,57194,2019
tt6148156,"Vikram Vedha","Action, Crime, Drama",8.2,51613,2017
tt15501640,"Drishyam 2","Crime, Drama, Mystery",8.2,46576,2022
tt6316138,"Ayla: The Daughter of War","Biography, Drama, History",8.2,44645,2017
tt20256528,"What Is a Woman?",Documentary,8.2,44601,2022
tt0085809,Koyaanisqatsi,"Documentary, Music",8.2,42399,1982
tt2375605,"The Act of Killing","Biography, Crime, Documentary",8.2,41423,2012
tt0048473,"Pather Panchali",Drama,8.2,39263,1955
tt7905466,"They Shall Not Grow Old","Documentary, History, War",8.2,38994,2018
tt1620933,"Paan Singh Tomar","Action, Biography, Crime",8.2,38345,2012
tt5895028,13th,"Crime, Documentary, History",8.2,38050,2016
tt0071411,"Dersu Uzala","Adventure, Biography, Drama",8.2,34164,1975
tt5929776,"The First Born","Documentary, News",8.2,29092,2016
tt0045274,"Umberto D.",Drama,8.2,28765,1952
tt7392212,Rangasthalam,"Action, Drama",8.2,28326,2018
tt26936666,Vettaiyan,"Action, Crime, Drama",8.2,25899,2024
tt4983780,Maanaadu,"Action, Adventure, Sci-Fi",8.2,25798,2021
tt0049902,"A Man Escaped","Drama, Thriller, War",8.2,25619,1956
tt0466460,"Khosla Ka Ghosla!","Comedy, Crime, Drama",8.2,25353,2006
tt0100234,Close-Up,"Biography, Crime, Drama",8.2,23915,1990
tt0042804,"The Young and the Damned","Crime, Drama",8.2,22390,1950
tt26458038,"Manjummel Boys","Adventure, Drama, Thriller",8.2,22349,2024
tt0054248,"Rocco and His Brothers","Crime, Drama, Sport",8.2,22053,1960
tt0041154,"Late Spring","Comedy, Drama",8.2,19830,1949
tt0070233,"Ivan Vasilyevich Changes His Profession","Adventure, Comedy, Sci-Fi",8.2,18866,1973
tt0117293,"Paradise Lost: The Child Murders at Robin Hood Hills","Crime, Documentary",8.2,18485,1996
tt0100332,"Paris Is Burning",Documentary,8.2,18409,1990
tt7019942,"Super Deluxe","Comedy, Crime, Drama",8.2,18137,2019
tt5460658,"Life and a Day",Drama,8.2,17982,2016
tt25433734,"Hi Nanna","Drama, Family, Romance",8.2,17952,2023
tt2181831,Shahid,"Biography, Drama",8.2,17937,2012
tt0048452,Ordet,Drama,8.2,17780,1955
tt0081059,"Lion of the Desert","Biography, Drama, History",8.2,17732,1980
tt0422320,Ghilli,"Action, Drama, Romance",8.2,17695,2004
tt0050371,"A Face in the Crowd","Drama, Music",8.2,17597,1957
tt7060460,"Theeran Adhigaram Ondru","Action, Crime, Thriller",8.2,17440,2017
tt6380520,"Dhuruvangal Pathinaaru","Crime, Drama, Mystery",8.2,17216,2016
tt2218988,"Ustad Hotel","Comedy, Drama",8.2,17045,2012
tt0048956,Aparajito,Drama,8.2,16380,1956
tt0471571,Athadu,"Action, Crime, Drama",8.2,15310,2005
tt0023042,"I Am a Fugitive from a Chain Gang","Crime, Drama, Film-Noir",8.2,14741,1932
tt1180583,"Vaaranam Aayiram","Action, Drama, Musical",8.2,14647,2008
tt9500372,"Pocket Hercules: Naim Süleymanoglu","Biography, Drama, History",8.2,14378,2019
tt3569782,Jigarthanda,"Comedy, Crime, Drama",8.2,13849,2014
tt9124428,Champion,"Biography, Drama, Romance",8.2,13435,2018
tt0101985,"A Brighter Summer Day","Crime, Drama, Romance",8.2,13333,1991
tt0056512,"The Easy Life","Comedy, Drama",8.2,12974,1962
tt0111341,Satantango,Drama,8.2,12897,1994
tt0052600,"Ballad of a Soldier","Drama, Romance, War",8.2,11555,1959
tt0058604,"I Am Cuba",Drama,8.2,11044,1964
tt0076727,"Office Romance","Comedy, Drama, Romance",8.2,10636,1977
tt0075404,"The Ascent","Drama, War",8.2,10481,1977
tt0843326,Bommarillu,"Comedy, Drama, Romance",8.2,10271,2006
tt3153634,Hope,Drama,8.2,10150,2013
tt0325980,"Pirates of the Caribbean: The Curse of the Black Pearl","Action, Adventure, Fantasy",8.1,1234109,2003
tt0434409,"V for Vendetta","Action, Drama, Sci-Fi",8.1,1194070,2005
tt1392190,"Mad Max: Fury Road","Action, Adventure, Sci-Fi",8.1,1134405,2015
tt0264464,"Catch Me If You Can","Biography, Crime, Drama",8.1,1124309,2002
tt2267998,"Gone Girl","Drama, Mystery, Thriller",8.1,1090696,2014
tt0198781,"Monsters, Inc.","Adventure, Animation, Comedy",8.1,1000754,2001
tt1201607,"Harry Potter and the Deathly Hallows: Part 2","Adventure, Family, Fantasy",8.1,967801,2011
tt0088247,"The Terminator","Action, Adventure, Sci-Fi",8.1,942611,1984
tt2278388,"The Grand Budapest Hotel","Adventure, Comedy, Crime",8.1,903241,2014
tt0118715,"The Big Lebowski","Comedy, Crime",8.1,873288,1998
tt3315342,Logan,"Action, Drama, Sci-Fi",8.1,863699,2017
tt0382932,Ratatouille,"Adventure, Animation, Comedy",8.1,851359,2007
